time;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___4_EC_load_PPu;_LOAD___4_EC_load_QPu;_LOAD___9_EC_load_PPu;_LOAD___9_EC_load_QPu;_LOAD__10_EC_load_PPu;_LOAD__10_EC_load_QPu;_LOAD__11_EC_load_PPu;_LOAD__11_EC_load_QPu;
803.033679;0.970440;0.927527;0.971136;1.007794;0.961775;0.952895;0.947534;0.932794;0.977050;0.976530;170.913084;13.629066;15.276242;21.140148;1.000000;0.887200;0.171938;0.415917;-0.030929;0.256435;0.131431;0.077699;0.045399;0.029710;0.013698;
803.051693;0.970289;0.927127;0.970821;1.007581;0.961446;0.952569;0.947210;0.932474;0.976880;0.976349;171.200640;13.306152;15.335577;21.186566;1.000000;0.886994;0.171871;0.415648;-0.030895;0.256303;0.131319;0.077659;0.045361;0.029695;0.013687;
803.069708;0.970138;0.926724;0.970503;1.007369;0.961114;0.952241;0.946883;0.932151;0.976710;0.976172;171.491805;12.979598;15.395746;21.234765;1.000000;0.886786;0.171804;0.415377;-0.030862;0.256170;0.131206;0.077619;0.045321;0.029680;0.013675;
803.087722;0.969985;0.926319;0.970185;1.007158;0.960781;0.951912;0.946555;0.931827;0.976539;0.976000;171.783461;12.652529;15.456145;21.284243;1.000000;0.886577;0.171737;0.415104;-0.030828;0.256037;0.131092;0.077579;0.045282;0.029664;0.013663;
803.105736;0.969832;0.925915;0.969869;1.006950;0.960450;0.951584;0.946229;0.931504;0.976368;0.975832;172.072514;12.328044;15.516152;21.334475;1.000000;0.886367;0.171669;0.414833;-0.030795;0.255905;0.130979;0.077539;0.045243;0.029649;0.013651;
803.123750;0.969678;0.925515;0.969555;1.006745;0.960122;0.951259;0.945907;0.931185;0.976197;0.975668;172.355922;12.009190;15.575134;21.384923;1.000000;0.886156;0.171601;0.414564;-0.030761;0.255774;0.130867;0.077499;0.045205;0.029634;0.013640;
803.141764;0.969524;0.925121;0.969247;1.006543;0.959800;0.950940;0.945589;0.930871;0.976025;0.975509;172.630724;11.698936;15.632452;21.435039;1.000000;0.885945;0.171533;0.414300;-0.030729;0.255645;0.130758;0.077460;0.045167;0.029619;0.013628;
803.159778;0.969370;0.924737;0.968946;1.006347;0.959485;0.950628;0.945279;0.930564;0.975854;0.975353;172.894068;11.400139;15.687473;21.484273;1.000000;0.885734;0.171465;0.414042;-0.030697;0.255519;0.130650;0.077422;0.045130;0.029604;0.013617;
803.177792;0.969217;0.924365;0.968654;1.006155;0.959179;0.950325;0.944978;0.930267;0.975681;0.975202;173.143235;11.115524;15.739572;21.532078;1.000000;0.885524;0.171397;0.413792;-0.030666;0.255397;0.130546;0.077385;0.045094;0.029590;0.013606;
803.195807;0.969065;0.924007;0.968372;1.005970;0.958884;0.950034;0.944688;0.929980;0.975509;0.975054;173.375663;10.847658;15.788147;21.577920;1.000000;0.885315;0.171329;0.413551;-0.030636;0.255279;0.130446;0.077349;0.045059;0.029576;0.013596;
803.213821;0.968913;0.923665;0.968102;1.005791;0.958603;0.949755;0.944411;0.929705;0.975336;0.974910;173.588970;10.598927;15.832621;21.621280;1.000000;0.885107;0.171262;0.413322;-0.030608;0.255167;0.130350;0.077315;0.045026;0.029563;0.013586;
803.231835;0.968763;0.923342;0.967846;1.005619;0.958335;0.949490;0.944148;0.929445;0.975163;0.974768;173.780976;10.371515;15.872457;21.661666;1.000000;0.884901;0.171196;0.413106;-0.030581;0.255060;0.130259;0.077283;0.044995;0.029551;0.013576;
803.249849;0.968614;0.923040;0.967604;1.005455;0.958084;0.949241;0.943900;0.929200;0.974990;0.974630;173.949716;10.167390;15.907162;21.698616;1.000000;0.884698;0.171130;0.412903;-0.030556;0.254960;0.130174;0.077252;0.044965;0.029539;0.013567;
803.267863;0.968467;0.922760;0.967379;1.005299;0.957849;0.949009;0.943670;0.928972;0.974817;0.974494;174.093462;9.988281;15.936299;21.731706;1.000000;0.884496;0.171065;0.412715;-0.030533;0.254866;0.130094;0.077224;0.044938;0.029529;0.013559;
803.285877;0.968322;0.922504;0.967170;1.005151;0.957633;0.948795;0.943457;0.928762;0.974644;0.974361;174.210730;9.835669;15.959489;21.760558;1.000000;0.884298;0.171001;0.412543;-0.030512;0.254780;0.130021;0.077198;0.044913;0.029519;0.013551;
803.303891;0.968179;0.922272;0.966979;1.005012;0.957436;0.948600;0.943263;0.928570;0.974470;0.974229;174.300298;9.710775;15.976420;21.784839;1.000000;0.884102;0.170938;0.412387;-0.030493;0.254701;0.129954;0.077174;0.044889;0.029510;0.013545;
803.321906;0.968038;0.922067;0.966807;1.004881;0.957259;0.948425;0.943088;0.928397;0.974296;0.974099;174.361209;9.614550;15.986854;21.804274;1.000000;0.883909;0.170876;0.412250;-0.030476;0.254631;0.129894;0.077153;0.044869;0.029501;0.013538;
803.339920;0.967900;0.921888;0.966653;1.004759;0.957102;0.948269;0.942934;0.928244;0.974123;0.973970;174.392780;9.547670;15.990627;21.818642;1.000000;0.883719;0.170815;0.412130;-0.030461;0.254568;0.129841;0.077134;0.044850;0.029494;0.013533;
803.357934;0.967764;0.921736;0.966518;1.004646;0.956965;0.948134;0.942800;0.928111;0.973949;0.973841;174.394605;9.510530;15.987657;21.827782;1.000000;0.883533;0.170755;0.412028;-0.030448;0.254513;0.129794;0.077117;0.044834;0.029488;0.013528;
803.375948;0.967630;0.921611;0.966402;1.004541;0.956849;0.948019;0.942685;0.927998;0.973775;0.973713;174.366559;9.503244;15.977940;21.831599;1.000000;0.883350;0.170696;0.411944;-0.030438;0.254467;0.129755;0.077103;0.044821;0.029482;0.013524;
803.393962;0.967499;0.921512;0.966305;1.004444;0.956753;0.947924;0.942591;0.927905;0.973601;0.973584;174.308793;9.525647;15.961553;21.830055;1.000000;0.883171;0.170638;0.411878;-0.030430;0.254429;0.129723;0.077092;0.044810;0.029478;0.013520;
803.411976;0.967370;0.921441;0.966227;1.004355;0.956677;0.947849;0.942516;0.927831;0.973427;0.973456;174.221732;9.577295;15.938651;21.823180;1.000000;0.882994;0.170582;0.411830;-0.030424;0.254399;0.129697;0.077083;0.044801;0.029475;0.013518;
803.429990;0.967244;0.921394;0.966165;1.004274;0.956620;0.947793;0.942460;0.927775;0.973254;0.973326;174.106071;9.657475;15.909469;21.811063;1.000000;0.882821;0.170526;0.411799;-0.030420;0.254376;0.129677;0.077076;0.044794;0.029472;0.013516;
803.448005;0.967120;0.921373;0.966121;1.004198;0.956582;0.947754;0.942422;0.927738;0.973080;0.973195;173.962767;9.765212;15.874309;21.793851;1.000000;0.882651;0.170471;0.411784;-0.030418;0.254360;0.129664;0.077071;0.044789;0.029470;0.013514;
803.466019;0.966998;0.921374;0.966092;1.004129;0.956560;0.947733;0.942401;0.927717;0.972907;0.973062;173.793024;9.899277;15.833544;21.771749;1.000000;0.882484;0.170417;0.411785;-0.030418;0.254352;0.129657;0.077068;0.044787;0.029469;0.013514;
803.484033;0.966878;0.921398;0.966078;1.004066;0.956554;0.947727;0.942395;0.927711;0.972733;0.972927;173.598288;10.058202;15.787604;21.745014;1.000000;0.882320;0.170364;0.411801;-0.030420;0.254349;0.129655;0.077068;0.044786;0.029469;0.013513;
803.502047;0.966759;0.921441;0.966077;1.004007;0.956563;0.947736;0.942403;0.927719;0.972560;0.972791;173.380227;10.240297;15.736975;21.713953;1.000000;0.882158;0.170312;0.411830;-0.030424;0.254353;0.129658;0.077069;0.044787;0.029469;0.013514;
803.520061;0.966643;0.921503;0.966088;1.003951;0.956585;0.947757;0.942425;0.927740;0.972387;0.972651;173.140717;10.443662;15.682188;21.678912;1.000000;0.881998;0.170261;0.411871;-0.030429;0.254361;0.129665;0.077071;0.044790;0.029470;0.013514;
803.538075;0.966527;0.921580;0.966109;1.003899;0.956617;0.947790;0.942457;0.927772;0.972214;0.972508;172.881822;10.666210;15.623809;21.640276;1.000000;0.881841;0.170210;0.411923;-0.030435;0.254375;0.129676;0.077075;0.044794;0.029472;0.013516;
803.556090;0.966413;0.921672;0.966138;1.003848;0.956660;0.947831;0.942499;0.927814;0.972042;0.972363;172.605777;10.905682;15.562433;21.598462;1.000000;0.881684;0.170160;0.411985;-0.030443;0.254391;0.129691;0.077080;0.044799;0.029474;0.013517;
803.574104;0.966300;0.921775;0.966174;1.003799;0.956710;0.947881;0.942548;0.927862;0.971870;0.972214;172.314965;11.159677;15.498675;21.553912;1.000000;0.881529;0.170110;0.412054;-0.030451;0.254411;0.129708;0.077086;0.044804;0.029476;0.013519;
803.592118;0.966187;0.921887;0.966215;1.003750;0.956765;0.947936;0.942603;0.927916;0.971698;0.972061;172.011893;11.425668;15.433159;21.507085;1.000000;0.881374;0.170060;0.412129;-0.030461;0.254433;0.129726;0.077093;0.044811;0.029479;0.013521;
803.610132;0.966074;0.922006;0.966259;1.003701;0.956825;0.947995;0.942661;0.927974;0.971526;0.971905;171.699171;11.701028;15.366511;21.458455;1.000000;0.881220;0.170011;0.412209;-0.030471;0.254457;0.129747;0.077100;0.044818;0.029481;0.013523;
803.628146;0.965961;0.922128;0.966305;1.003650;0.956886;0.948055;0.942721;0.928034;0.971355;0.971745;171.379484;11.983058;15.299353;21.408501;1.000000;0.881066;0.169961;0.412291;-0.030481;0.254482;0.129767;0.077108;0.044825;0.029484;0.013525;
803.646160;0.965849;0.922253;0.966350;1.003597;0.956947;0.948116;0.942782;0.928093;0.971183;0.971582;171.055568;12.269010;15.232289;21.357705;1.000000;0.880912;0.169912;0.412374;-0.030491;0.254506;0.129788;0.077115;0.044832;0.029487;0.013527;
803.664174;0.965735;0.922376;0.966393;1.003541;0.957006;0.948175;0.942840;0.928151;0.971013;0.971414;170.730184;12.556116;15.165907;21.306544;1.000000;0.880757;0.169862;0.412457;-0.030501;0.254530;0.129808;0.077122;0.044839;0.029490;0.013529;
803.682189;0.965621;0.922496;0.966432;1.003481;0.957062;0.948230;0.942895;0.928205;0.970842;0.971242;170.406091;12.841610;15.100765;21.255483;1.000000;0.880601;0.169812;0.412538;-0.030511;0.254552;0.129827;0.077129;0.044846;0.029492;0.013531;
803.700203;0.965506;0.922610;0.966466;1.003417;0.957112;0.948279;0.942944;0.928254;0.970672;0.971067;170.086021;13.122760;15.037390;21.204978;1.000000;0.880443;0.169761;0.412614;-0.030520;0.254572;0.129844;0.077135;0.044851;0.029495;0.013533;
803.718217;0.965390;0.922717;0.966493;1.003348;0.957155;0.948322;0.942986;0.928296;0.970502;0.970888;169.772649;13.396891;14.976276;21.155466;1.000000;0.880284;0.169710;0.412685;-0.030529;0.254589;0.129859;0.077140;0.044856;0.029497;0.013535;
803.736231;0.965272;0.922813;0.966512;1.003273;0.957189;0.948356;0.943020;0.928329;0.970332;0.970705;169.468572;13.661411;14.917875;21.107360;1.000000;0.880123;0.169658;0.412750;-0.030537;0.254603;0.129870;0.077144;0.044860;0.029498;0.013536;
803.754245;0.965152;0.922896;0.966521;1.003193;0.957213;0.948380;0.943044;0.928353;0.970163;0.970519;169.176283;13.913835;14.862600;21.061054;1.000000;0.879960;0.169606;0.412806;-0.030544;0.254612;0.129878;0.077147;0.044863;0.029499;0.013537;
803.772259;0.965031;0.922966;0.966519;1.003106;0.957226;0.948392;0.943056;0.928365;0.969994;0.970329;168.898145;14.151810;14.810818;21.016914;1.000000;0.879794;0.169552;0.412853;-0.030550;0.254617;0.129883;0.077149;0.044865;0.029500;0.013537;
803.790273;0.964908;0.923020;0.966505;1.003013;0.957226;0.948392;0.943056;0.928365;0.969825;0.970136;168.636371;14.373137;14.762856;20.975279;1.000000;0.879625;0.169498;0.412889;-0.030554;0.254617;0.129883;0.077149;0.044865;0.029500;0.013537;
803.808288;0.964782;0.923056;0.966479;1.002912;0.957213;0.948379;0.943043;0.928352;0.969656;0.969941;168.393002;14.575788;14.718995;20.936458;1.000000;0.879453;0.169443;0.412913;-0.030557;0.254612;0.129878;0.077147;0.044863;0.029499;0.013537;
803.826302;0.964654;0.923073;0.966439;1.002805;0.957184;0.948351;0.943015;0.928325;0.969487;0.969742;168.169888;14.757932;14.679473;20.900731;1.000000;0.879278;0.169387;0.412925;-0.030559;0.254601;0.129869;0.077144;0.044860;0.029498;0.013536;
803.844316;0.964524;0.923070;0.966384;1.002690;0.957141;0.948308;0.942973;0.928282;0.969319;0.969541;167.968673;14.917943;14.644488;20.868347;1.000000;0.879100;0.169329;0.412923;-0.030559;0.254583;0.129854;0.077139;0.044855;0.029496;0.013534;
803.862330;0.964391;0.923047;0.966315;1.002568;0.957082;0.948249;0.942914;0.928224;0.969151;0.969339;167.790777;15.054421;14.614192;20.839526;1.000000;0.878918;0.169271;0.412907;-0.030557;0.254560;0.129834;0.077131;0.044848;0.029493;0.013532;
803.880344;0.964255;0.923001;0.966231;1.002438;0.957006;0.948174;0.942839;0.928151;0.968983;0.969134;167.637383;15.166202;14.588703;20.814453;1.000000;0.878733;0.169212;0.412876;-0.030553;0.254529;0.129808;0.077122;0.044839;0.029490;0.013529;
803.898358;0.964117;0.922932;0.966131;1.002302;0.956913;0.948082;0.942748;0.928060;0.968815;0.968928;167.509432;15.252368;14.568096;20.793287;1.000000;0.878544;0.169151;0.412830;-0.030547;0.254493;0.129777;0.077111;0.044828;0.029485;0.013526;
803.916373;0.963976;0.922841;0.966015;1.002158;0.956803;0.947974;0.942640;0.927954;0.968647;0.968722;167.407607;15.312255;14.552411;20.776150;1.000000;0.878351;0.169089;0.412769;-0.030540;0.254449;0.129739;0.077098;0.044815;0.029480;0.013522;
803.934387;0.963832;0.922726;0.965883;1.002008;0.956677;0.947848;0.942515;0.927830;0.968479;0.968514;167.332338;15.345454;14.541654;20.763139;1.000000;0.878155;0.169026;0.412692;-0.030530;0.254398;0.129696;0.077082;0.044801;0.029474;0.013518;
803.952401;0.963686;0.922588;0.965736;1.001850;0.956533;0.947706;0.942374;0.927690;0.968312;0.968306;167.283789;15.351819;14.535795;20.754315;1.000000;0.877955;0.168962;0.412600;-0.030519;0.254341;0.129648;0.077065;0.044784;0.029468;0.013513;
803.970415;0.963537;0.922427;0.965574;1.001687;0.956372;0.947547;0.942216;0.927534;0.968144;0.968098;167.261868;15.331462;14.534771;20.749709;1.000000;0.877751;0.168897;0.412492;-0.030505;0.254277;0.129593;0.077046;0.044765;0.029460;0.013507;
803.988429;0.963386;0.922244;0.965396;1.001517;0.956195;0.947372;0.942042;0.927361;0.967976;0.967891;167.266223;15.284753;14.538488;20.749323;1.000000;0.877544;0.168830;0.412368;-0.030490;0.254206;0.129533;0.077024;0.044744;0.029452;0.013501;
804.006443;0.963231;0.922038;0.965204;1.001341;0.956002;0.947181;0.941852;0.927173;0.967808;0.967684;167.296250;15.212312;14.546818;20.753126;1.000000;0.877334;0.168763;0.412230;-0.030473;0.254129;0.129468;0.077001;0.044722;0.029443;0.013494;
804.024457;0.963075;0.921810;0.964998;1.001160;0.955794;0.946974;0.941646;0.926971;0.967641;0.967479;167.351102;15.115002;14.559605;20.761055;1.000000;0.877119;0.168694;0.412078;-0.030454;0.254046;0.129398;0.076976;0.044697;0.029434;0.013487;
804.042472;0.962915;0.921562;0.964778;1.000974;0.955571;0.946753;0.941427;0.926753;0.967473;0.967275;167.429696;14.993917;14.576658;20.773017;1.000000;0.876902;0.168624;0.411911;-0.030434;0.253957;0.129322;0.076949;0.044671;0.029423;0.013479;
804.060486;0.962754;0.921295;0.964546;1.000783;0.955334;0.946519;0.941193;0.926522;0.967305;0.967072;167.530729;14.850374;14.597757;20.788885;1.000000;0.876681;0.168554;0.411732;-0.030412;0.253863;0.129242;0.076920;0.044644;0.029413;0.013470;
804.078500;0.962590;0.921009;0.964302;1.000588;0.955084;0.946271;0.940947;0.926279;0.967136;0.966872;167.652693;14.685892;14.622654;20.808503;1.000000;0.876458;0.168482;0.411541;-0.030388;0.253763;0.129157;0.076890;0.044614;0.029401;0.013462;
804.096514;0.962424;0.920707;0.964047;1.000390;0.954822;0.946012;0.940690;0.926024;0.966968;0.966674;167.793888;14.502180;14.651065;20.831683;1.000000;0.876231;0.168410;0.411338;-0.030363;0.253659;0.129069;0.076859;0.044584;0.029389;0.013452;
804.114528;0.962257;0.920389;0.963782;1.000188;0.954549;0.945742;0.940421;0.925759;0.966799;0.966479;167.952444;14.301118;14.682679;20.858204;1.000000;0.876002;0.168336;0.411125;-0.030337;0.253550;0.128977;0.076826;0.044552;0.029376;0.013443;
804.132542;0.962087;0.920058;0.963509;0.999984;0.954267;0.945463;0.940144;0.925484;0.966631;0.966286;168.126338;14.084735;14.717157;20.887818;1.000000;0.875771;0.168262;0.410903;-0.030310;0.253438;0.128882;0.076792;0.044519;0.029363;0.013433;
804.150556;0.961916;0.919715;0.963229;0.999778;0.953977;0.945175;0.939858;0.925201;0.966462;0.966096;168.313419;13.855190;14.754129;20.920246;1.000000;0.875537;0.168187;0.410674;-0.030282;0.253322;0.128784;0.076757;0.044485;0.029350;0.013423;
804.168571;0.961743;0.919362;0.962942;0.999571;0.953680;0.944881;0.939565;0.924912;0.966292;0.965910;168.511424;13.614751;14.793198;20.955180;1.000000;0.875301;0.168112;0.410437;-0.030253;0.253204;0.128683;0.076721;0.044451;0.029336;0.013412;
804.186585;0.961570;0.919002;0.962650;0.999364;0.953377;0.944582;0.939268;0.924617;0.966123;0.965727;168.718010;13.365767;14.833944;20.992287;1.000000;0.875064;0.168036;0.410196;-0.030223;0.253083;0.128581;0.076684;0.044416;0.029322;0.013402;
804.204599;0.961395;0.918635;0.962355;0.999156;0.953071;0.944279;0.938966;0.924319;0.965953;0.965547;168.930766;13.110653;14.875922;21.031211;1.000000;0.874825;0.167959;0.409951;-0.030193;0.252961;0.128478;0.076647;0.044380;0.029308;0.013391;
804.222613;0.961219;0.918265;0.962059;0.998948;0.952762;0.943973;0.938662;0.924019;0.965784;0.965370;169.147249;12.851858;14.918668;21.071573;1.000000;0.874586;0.167883;0.409703;-0.030162;0.252839;0.128374;0.076610;0.044344;0.029294;0.013380;
804.240627;0.961043;0.917893;0.961761;0.998742;0.952453;0.943667;0.938358;0.923717;0.965613;0.965198;169.364999;12.591846;14.961704;21.112977;1.000000;0.874345;0.167806;0.409454;-0.030132;0.252715;0.128270;0.076573;0.044308;0.029280;0.013369;
804.258641;0.960866;0.917522;0.961465;0.998538;0.952144;0.943361;0.938054;0.923417;0.965443;0.965028;169.581565;12.333071;15.004537;21.155012;1.000000;0.874104;0.167729;0.409206;-0.030101;0.252593;0.128166;0.076536;0.044272;0.029265;0.013358;
804.276656;0.960689;0.917154;0.961171;0.998336;0.951839;0.943059;0.937753;0.923119;0.965272;0.964862;169.794531;12.077953;15.046670;21.197256;1.000000;0.873863;0.167652;0.408959;-0.030071;0.252471;0.128063;0.076499;0.044237;0.029251;0.013348;
804.294670;0.960513;0.916790;0.960881;0.998137;0.951537;0.942760;0.937456;0.922825;0.965101;0.964700;170.001536;11.828858;15.087601;21.239283;1.000000;0.873622;0.167575;0.408716;-0.030041;0.252351;0.127962;0.076463;0.044202;0.029237;0.013337;
804.312684;0.960337;0.916434;0.960597;0.997942;0.951241;0.942467;0.937164;0.922537;0.964930;0.964540;170.200294;11.588073;15.126836;21.280661;1.000000;0.873381;0.167498;0.408478;-0.030012;0.252233;0.127862;0.076427;0.044167;0.029224;0.013327;
804.330698;0.960161;0.916087;0.960319;0.997751;0.950952;0.942181;0.936880;0.922256;0.964759;0.964384;170.388621;11.357786;15.163887;21.320967;1.000000;0.873142;0.167421;0.408246;-0.029984;0.252118;0.127765;0.076392;0.044134;0.029211;0.013317;
804.348712;0.959986;0.915750;0.960050;0.997565;0.950671;0.941903;0.936604;0.921983;0.964587;0.964231;170.564446;11.140068;15.198285;21.359782;1.000000;0.872903;0.167345;0.408021;-0.029956;0.252007;0.127671;0.076358;0.044101;0.029198;0.013307;
804.366726;0.959812;0.915427;0.959789;0.997384;0.950401;0.941635;0.936338;0.921719;0.964416;0.964081;170.725836;10.936856;15.229580;21.396701;1.000000;0.872666;0.167269;0.407805;-0.029930;0.251899;0.127580;0.076326;0.044070;0.029185;0.013297;
804.384740;0.959639;0.915118;0.959540;0.997209;0.950142;0.941379;0.936083;0.921467;0.964244;0.963933;170.871011;10.749929;15.257353;21.431340;1.000000;0.872430;0.167194;0.407598;-0.029905;0.251796;0.127493;0.076295;0.044040;0.029173;0.013288;
804.402755;0.959468;0.914825;0.959302;0.997039;0.949895;0.941135;0.935840;0.921227;0.964072;0.963788;170.998356;10.580902;15.281220;21.463336;1.000000;0.872197;0.167119;0.407403;-0.029881;0.251698;0.127410;0.076265;0.044011;0.029162;0.013280;
804.420769;0.959298;0.914550;0.959076;0.996876;0.949662;0.940904;0.935611;0.921000;0.963899;0.963645;171.106437;10.431207;15.300834;21.492354;1.000000;0.871965;0.167045;0.407219;-0.029858;0.251606;0.127332;0.076237;0.043984;0.029151;0.013271;
804.438783;0.959130;0.914293;0.958864;0.996720;0.949443;0.940687;0.935395;0.920787;0.963727;0.963503;171.194013;10.302083;15.315896;21.518094;1.000000;0.871736;0.166972;0.407047;-0.029837;0.251519;0.127259;0.076211;0.043959;0.029141;0.013264;
804.456797;0.958963;0.914056;0.958665;0.996570;0.949239;0.940485;0.935194;0.920588;0.963554;0.963364;171.260044;10.194566;15.326155;21.540290;1.000000;0.871509;0.166900;0.406889;-0.029818;0.251437;0.127191;0.076186;0.043936;0.029132;0.013257;
804.474811;0.958799;0.913839;0.958481;0.996426;0.949051;0.940299;0.935009;0.920405;0.963382;0.963225;171.303697;10.109480;15.331416;21.558716;1.000000;0.871285;0.166828;0.406744;-0.029800;0.251363;0.127127;0.076163;0.043914;0.029123;0.013250;
804.492825;0.958637;0.913644;0.958312;0.996290;0.948878;0.940128;0.934839;0.920237;0.963209;0.963088;171.324358;10.047436;15.331538;21.573191;1.000000;0.871064;0.166757;0.406614;-0.029784;0.251294;0.127070;0.076143;0.043894;0.029115;0.013244;
804.510839;0.958476;0.913470;0.958158;0.996161;0.948722;0.939973;0.934685;0.920085;0.963037;0.962951;171.321629;10.008820;15.326440;21.583575;1.000000;0.870845;0.166688;0.406498;-0.029770;0.251232;0.127017;0.076124;0.043876;0.029108;0.013239;
804.528854;0.958318;0.913317;0.958019;0.996038;0.948582;0.939835;0.934548;0.919948;0.962864;0.962815;171.295333;9.993800;15.316103;21.589778;1.000000;0.870630;0.166619;0.406396;-0.029758;0.251177;0.126971;0.076107;0.043860;0.029102;0.013234;
804.546868;0.958162;0.913186;0.957895;0.995921;0.948459;0.939712;0.934426;0.919828;0.962691;0.962679;171.245515;10.002318;15.300564;21.591757;1.000000;0.870417;0.166551;0.406308;-0.029747;0.251127;0.126929;0.076092;0.043845;0.029096;0.013230;
804.582896;0.957856;0.912986;0.957690;0.995706;0.948257;0.939513;0.934228;0.919632;0.962346;0.962404;171.077478;10.087719;15.254615;21.583174;1.000000;0.870000;0.166418;0.406175;-0.029731;0.251047;0.126862;0.076068;0.043822;0.029087;0.013223;
804.615322;0.957587;0.912873;0.957550;0.995530;0.948126;0.939383;0.934099;0.919504;0.962035;0.962154;170.851427;10.239305;15.197228;21.561663;1.000000;0.869634;0.166301;0.406100;-0.029722;0.250995;0.126818;0.076052;0.043807;0.029081;0.013218;
804.647747;0.957324;0.912819;0.957450;0.995369;0.948037;0.939295;0.934011;0.919418;0.961725;0.961900;170.560277;10.455801;15.126339;21.528030;1.000000;0.869275;0.166187;0.406063;-0.029717;0.250960;0.126788;0.076041;0.043797;0.029076;0.013215;
804.676930;0.957092;0.912813;0.957388;0.995234;0.947989;0.939247;0.933963;0.919370;0.961447;0.961666;170.248224;10.700424;15.052591;21.488387;1.000000;0.868959;0.166086;0.406059;-0.029717;0.250941;0.126772;0.076036;0.043791;0.029074;0.013213;
804.703195;0.956885;0.912838;0.957351;0.995118;0.947966;0.939224;0.933941;0.919348;0.961196;0.961450;169.932391;10.955309;14.979653;21.446100;1.000000;0.868678;0.165997;0.406076;-0.029719;0.250932;0.126764;0.076033;0.043788;0.029073;0.013212;
804.729459;0.956681;0.912886;0.957328;0.995005;0.947958;0.939217;0.933933;0.919341;0.960946;0.961229;169.589153;11.237302;14.901966;21.398590;1.000000;0.868400;0.165908;0.406108;-0.029723;0.250929;0.126762;0.076032;0.043788;0.029073;0.013212;
804.753097;0.956499;0.912943;0.957316;0.994904;0.947961;0.939220;0.933936;0.919343;0.960722;0.961025;169.261446;11.509595;14.829143;21.352201;1.000000;0.868151;0.165829;0.406146;-0.029727;0.250930;0.126763;0.076032;0.043788;0.029073;0.013212;
804.776736;0.956317;0.913010;0.957309;0.994802;0.947969;0.939228;0.933944;0.919351;0.960497;0.960816;168.920845;11.794475;14.754728;21.303246;1.000000;0.867904;0.165750;0.406191;-0.029733;0.250933;0.126765;0.076033;0.043789;0.029073;0.013212;
804.798010;0.956153;0.913075;0.957303;0.994710;0.947979;0.939237;0.933954;0.919361;0.960296;0.960624;168.606986;12.057904;14.687238;21.257650;1.000000;0.867681;0.165680;0.406234;-0.029738;0.250937;0.126769;0.076034;0.043790;0.029074;0.013213;
804.819284;0.955990;0.913140;0.957297;0.994614;0.947988;0.939246;0.933962;0.919369;0.960095;0.960427;168.290050;12.324125;14.620103;21.211257;1.000000;0.867459;0.165609;0.406278;-0.029743;0.250940;0.126772;0.076036;0.043791;0.029074;0.013213;
804.840559;0.955826;0.913203;0.957287;0.994515;0.947993;0.939252;0.933968;0.919375;0.959894;0.960226;167.973644;12.589528;14.554066;21.164692;1.000000;0.867236;0.165538;0.406320;-0.029748;0.250943;0.126773;0.076036;0.043792;0.029074;0.013213;
804.861833;0.955661;0.913261;0.957272;0.994411;0.947993;0.939252;0.933968;0.919375;0.959694;0.960021;167.661315;12.850563;14.489829;21.118552;1.000000;0.867011;0.165466;0.406358;-0.029753;0.250943;0.126774;0.076036;0.043792;0.029074;0.013213;
804.883107;0.955495;0.913310;0.957249;0.994301;0.947986;0.939244;0.933960;0.919368;0.959493;0.959812;167.356522;13.103769;14.428048;21.073412;1.000000;0.866786;0.165395;0.406391;-0.029757;0.250940;0.126771;0.076035;0.043791;0.029074;0.013213;
804.904382;0.955328;0.913347;0.957218;0.994186;0.947969;0.939227;0.933944;0.919351;0.959294;0.959598;167.062599;13.345819;14.369319;21.029819;1.000000;0.866558;0.165322;0.406416;-0.029760;0.250933;0.126765;0.076033;0.043789;0.029073;0.013212;
804.925656;0.955159;0.913370;0.957175;0.994064;0.947940;0.939199;0.933915;0.919323;0.959094;0.959381;166.782709;13.573561;14.314183;20.988284;1.000000;0.866328;0.165249;0.406431;-0.029762;0.250921;0.126756;0.076030;0.043785;0.029072;0.013211;
804.946930;0.954988;0.913377;0.957120;0.993935;0.947898;0.939157;0.933874;0.919282;0.958895;0.959160;166.519807;13.784053;14.263115;20.949281;1.000000;0.866095;0.165175;0.406435;-0.029763;0.250905;0.126742;0.076025;0.043781;0.029070;0.013210;
804.968205;0.954815;0.913364;0.957051;0.993799;0.947841;0.939101;0.933818;0.919227;0.958696;0.958936;166.276596;13.974609;14.216529;20.913241;1.000000;0.865860;0.165100;0.406427;-0.029762;0.250882;0.126723;0.076018;0.043774;0.029067;0.013208;
